,recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,age2225,age2629,age3035,age3644,age4554,f2sms,wkless13
2890,305330,1988-03-24,0,MD,0,0,0,0,1,0,1957-07-15,30,2673.0,2444.656,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2891,305331,1988-09-28,1,IN,1,1,0,0,1,0,1958-07-01,30,4212.0,0.0,0.0,0.0,0.71640396,0,0,0,0,1,0,0,0,1.0
2892,305332,1988-10-25,1,NE,1,0,1,1,0,0,1964-02-09,24,2752.0,4300.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0
2893,305339,1988-05-27,1,IN,1,0,0,0,1,0,1946-12-12,41,41108.0,2444.656,1.0,0.0,1.0,0,1,0,0,0,1,0,0,0.5332298
2894,305340,1988-01-29,1,IN,1,0,1,0,1,0,1965-11-23,22,32046.0,4103.911,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
2895,305341,1988-11-07,1,IN,1,0,0,0,1,0,1932-01-22,56,39125.0,4500.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0
2896,305343,1989-04-07,0,NE,0,1,0,0,0,1,1959-01-07,30,3433.0,350.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,1.0
2897,305344,1988-03-11,1,PR,1,0,1,0,0,1,1947-12-13,40,41820.0,3000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
2898,305345,1988-10-27,1,JK,1,0,1,0,1,0,1966-08-05,22,544.0,130.0,0.0,0.0,1.0,1,0,1,0,0,0,0,1,1.0
2899,305348,1988-03-11,0,IN,0,0,0,1,0,0,1962-08-24,25,10353.0,3033.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0.5332298
2900,305352,1988-12-15,1,CC,1,0,1,0,1,0,1951-06-11,37,484.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,1.0
2901,305353,1988-10-28,0,PR,0,1,1,0,0,1,1959-10-10,29,37641.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0
2902,305354,1988-10-19,1,PR,1,1,0,0,0,1,1960-11-19,27,54109.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,1,1.0
2903,305355,1989-05-05,0,IN,0,0,1,1,0,0,1922-02-11,67,16648.0,8000.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0.0
2904,305357,1988-08-31,1,CC,1,1,0,1,0,0,1956-06-28,32,1465.0,0.0,0.0,1.0,0.71640396,0,1,0,0,1,0,0,0,0.5332298
2905,305359,1988-01-20,1,IN,1,0,0,0,1,0,1961-01-29,26,21880.0,5000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0
2906,305361,1988-07-12,1,SM,1,0,0,1,0,0,1961-05-23,27,3782.0,900.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
2907,305363,1988-08-12,1,IN,0,0,1,0,0,1,1937-02-14,51,2066.0,0.0,0.0,0.0,0.68767726,0,0,0,0,0,0,1,0,1.0
2908,305364,1988-01-29,1,CC,1,0,0,0,0,1,1934-08-16,53,11864.0,2444.656,0.0,1.0,0.71640396,0,1,0,0,0,0,1,0,0.5332298
2909,305365,1988-11-21,0,IN,0,0,0,0,1,0,1956-08-14,32,33909.0,84.0,0.0,1.0,0.71640396,0,0,0,0,1,0,0,0,1.0
2910,305366,1988-09-15,0,CV,0,0,0,0,1,0,1964-12-07,23,40968.0,3967.0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0.0
2911,305370,1988-11-22,1,LC,1,0,1,0,0,1,1950-07-29,38,25551.0,1211.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0.0
2912,305373,1988-12-01,1,JK,1,0,0,1,0,0,1954-07-15,34,0.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,1.0
2913,305376,1988-05-03,0,CV,0,0,0,1,0,0,1957-07-20,30,9800.0,6400.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0
2914,305377,1988-02-10,0,IN,0,0,1,0,1,0,1946-09-21,41,16651.0,7150.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0.0
2915,305378,1989-01-27,0,IN,0,0,0,0,1,0,1937-01-12,52,2915.0,2444.656,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0.5332298
2916,305379,1989-04-27,0,NE,0,0,0,1,0,0,1955-03-01,34,15621.0,8645.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0
2917,305382,1988-08-16,0,JK,0,0,0,1,0,0,1965-01-22,23,32901.0,2000.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0.0
2918,305383,1988-08-10,1,IN,0,0,0,0,1,0,1939-10-18,48,0.0,80.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0
2919,305385,1989-04-14,1,MN,1,0,1,0,1,0,1963-03-16,26,10885.0,7000.0,1.0,0.0,1.0,0,0,0,1,0,0,0,1,0.0
2920,305387,1989-01-27,0,OH,0,0,1,1,0,0,1967-01-02,22,23211.0,6000.0,1.0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
2921,305390,1988-07-20,0,LC,0,0,0,0,0,1,1944-11-27,43,799.0,2444.656,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.5332298
2922,305392,1989-07-21,1,IN,0,0,0,0,0,1,1962-07-02,27,13159.0,2444.656,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0.5332298
2923,305393,1988-08-31,0,CI,0,1,1,1,0,0,1963-06-02,25,17082.0,1314.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
2924,305394,1988-12-14,0,CC,0,1,0,0,1,0,1957-11-18,31,13305.0,0.0,0.21116078,0.0,0.0,0,1,0,0,1,0,0,0,1.0
2925,305395,1989-06-28,0,CI,0,1,0,1,0,0,1967-02-24,22,12663.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0
2926,305396,1988-12-22,1,SM,1,0,1,0,1,0,1958-07-02,30,0.0,6300.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
2927,305397,1988-10-03,1,HF,0,0,0,0,1,0,1956-04-14,32,610.0,1058.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.5332298
2928,305398,1988-03-01,1,JK,1,0,1,1,0,0,1950-08-28,37,4704.0,1000.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1.0
2929,305400,1989-03-21,1,LC,1,0,1,0,0,1,1954-06-02,34,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2930,305401,1987-12-10,1,MD,1,0,1,0,1,0,1965-07-16,22,31440.0,1564.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1.0
2931,305403,1988-11-18,1,SM,1,0,0,0,1,0,1954-05-24,34,21793.0,1651.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0
2932,305404,1988-08-22,1,CC,0,0,0,1,0,0,1940-01-18,48,16712.0,390.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1.0
2933,305406,1988-05-05,1,CV,1,1,0,0,1,0,1948-11-17,39,29524.0,4000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
2934,305407,1988-12-27,0,PR,0,0,1,0,0,1,1956-08-05,32,30306.0,4600.0,0.0,0.06431255,1.0,1,0,0,0,1,0,0,0,1.0
2935,305408,1988-02-05,1,PR,1,0,1,0,0,1,1940-03-01,47,36967.0,3060.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0
2936,305409,1988-12-06,1,JK,1,1,0,1,0,0,1963-01-28,25,4087.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,1,1.0
2937,305410,1988-08-04,0,CV,0,0,0,0,1,0,1959-05-31,29,15075.0,400.0,0.21116078,0.0,0.0,0,0,0,1,0,0,0,0,1.0
2938,305411,1988-08-25,1,CC,1,0,0,1,0,0,1956-02-11,32,5337.0,2580.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0
2939,305414,1987-12-30,1,IN,0,0,0,1,0,0,1963-01-08,24,3574.0,2444.656,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0.5332298
2940,305415,1988-12-16,1,OK,1,0,1,0,0,1,1951-03-05,37,55323.0,4103.911,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1.0
2941,305416,1989-04-21,1,LC,1,0,1,0,0,1,1939-07-09,49,18823.0,7000.0,0.33528507,0.0,1.0,0,0,0,0,0,0,1,1,0.0
2942,305420,1988-06-20,1,LC,1,0,0,1,0,0,1966-01-24,22,39747.0,4700.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0
2943,305421,1989-06-23,1,IN,0,0,1,0,0,1,1959-07-26,29,18093.0,4103.911,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.40733594
2944,305422,1989-01-06,1,NE,1,0,0,1,0,0,1962-09-15,26,2397.0,2444.656,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.5332298
2945,305427,1988-01-07,0,MD,0,0,0,1,0,0,1964-02-26,23,27628.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
2946,305431,1988-08-24,0,CC,0,1,0,1,0,0,1966-02-14,22,20715.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1.0
2947,305435,1989-02-03,1,OK,0,0,1,0,0,1,1928-06-29,60,28601.0,4103.911,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0.0
2948,305436,1988-04-19,1,CV,0,0,1,0,0,1,1959-08-09,28,3168.0,4103.911,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0
2949,305439,1988-11-29,1,OK,1,0,1,1,0,0,1957-08-03,31,4175.0,4103.911,0.33528507,0.0,1.0,1,0,0,0,1,0,0,1,1.0
2950,305441,1988-12-05,1,NE,1,1,0,1,0,0,1964-02-28,24,3117.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
2951,305444,1989-03-02,0,NE,0,1,0,1,0,0,1963-08-14,25,14304.0,6802.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0.0
2952,305447,1988-05-18,1,PR,0,0,0,0,1,0,1938-08-24,49,19065.0,5000.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
2953,305449,1988-08-03,0,MT,0,0,0,0,1,0,1934-12-10,53,9620.0,516.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0
2954,305451,1988-10-19,1,NE,1,1,0,1,0,0,1945-03-26,43,17646.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
2955,305453,1989-06-23,1,IN,1,0,1,0,0,1,1958-06-19,31,3720.0,1400.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
2956,305457,1988-12-14,0,LC,0,0,0,1,0,0,1945-03-17,43,8793.0,5161.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
2957,305458,1988-08-23,0,HF,0,1,0,0,0,1,1962-08-04,26,23055.0,2444.656,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
2958,305459,1988-07-29,1,CI,1,0,1,1,0,0,1954-09-01,33,23757.0,1800.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2959,305462,1988-07-14,1,CI,1,0,0,1,0,0,1962-04-30,26,19380.0,600.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
2960,305463,1988-03-01,0,CV,0,0,0,1,0,0,1956-12-25,31,0.0,62.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2961,305465,1989-05-04,0,NE,0,0,0,1,0,0,1954-08-16,34,2447.0,5000.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
2962,305466,1989-07-31,1,PR,1,0,0,0,0,1,1958-03-05,31,10627.0,800.0,0.21116078,0.0,0.0,1,0,0,0,1,0,0,0,1.0
2963,305467,1988-01-27,1,PR,1,0,0,0,0,1,1946-11-07,41,13425.0,2400.0,0.21116078,0.0,0.0,0,1,0,0,0,1,0,0,0.0
2964,305470,1988-08-11,0,PR,0,0,0,1,0,0,1964-04-08,24,9840.0,3000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
2965,305471,1989-05-26,1,IN,0,0,1,0,1,0,1948-01-06,41,11793.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
2966,305475,1988-09-21,1,LC,1,1,0,0,0,1,1958-04-26,30,3435.0,1942.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0
2967,305478,1987-12-14,1,CC,0,0,0,0,1,0,1953-04-23,34,22941.0,5385.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0,0.0
2968,305482,1988-06-02,0,PR,0,0,0,0,0,1,1962-01-15,26,43551.0,9000.0,0.0,1.0,1.0,0,1,0,1,0,0,0,0,0.0
2969,305485,1988-12-15,1,NE,1,1,0,0,1,0,1955-10-24,33,21726.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,1.0
2970,305487,1989-06-20,1,IN,0,0,1,0,1,0,1964-05-13,25,27138.0,3000.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
2971,305489,1988-11-03,1,IN,0,0,0,0,1,0,1955-10-23,33,17896.0,200.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2972,305493,1988-08-24,1,CC,0,0,0,1,0,0,1946-11-09,41,3749.0,1729.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
2973,305494,1988-12-15,0,JK,0,0,0,1,0,0,1966-09-16,22,930.0,2444.656,0.21116078,0.11530664,0.71640396,1,0,1,0,0,0,0,0,0.5332298
2974,305496,1988-08-04,1,SM,1,0,1,1,0,0,1953-01-09,35,6850.0,4103.911,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
2975,305499,1988-07-12,1,JK,1,0,1,1,0,0,1964-01-12,24,19481.0,9000.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0.0
2976,305502,1989-01-13,1,NE,1,0,0,1,0,0,1965-01-28,23,8231.0,2927.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
2977,305504,1988-02-01,1,CC,0,0,1,0,1,0,1944-02-28,43,77388.0,6000.0,1.0,0.0,1.0,0,1,0,0,0,1,0,0,0.0
2978,305505,1989-02-08,1,SM,0,0,1,0,1,0,1963-09-23,25,1830.0,10307.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
2979,305507,1988-03-21,1,PR,0,1,0,0,1,0,1943-10-14,44,0.0,104.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
2980,305508,1988-12-20,0,PR,0,0,0,1,0,0,1916-09-07,72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0
2981,305509,1988-12-12,1,IN,1,0,1,0,1,0,1964-10-30,24,53349.0,16800.0,1.0,0.0,0.68767726,0,0,1,0,0,0,0,0,0.0
2982,305511,1989-02-24,1,IN,1,0,1,1,0,0,1920-02-16,69,12618.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0
2983,305512,1989-02-03,1,IN,0,0,1,0,1,0,1966-01-25,23,1125.0,800.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1.0
2984,305516,1989-05-26,1,IN,1,0,0,1,0,0,1924-05-25,65,14294.0,0.0,0.21116078,0.0,0.71640396,0,0,0,0,0,0,0,0,1.0
2985,305517,1989-08-08,0,IN,0,1,1,0,0,1,1956-07-27,33,26544.0,4103.911,0.0,0.0,0.68767726,1,0,0,0,1,0,0,0,0.0
2986,305520,1989-06-30,1,IN,0,0,1,0,0,1,1963-09-05,25,64578.0,8280.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
2987,305523,1988-07-06,1,IN,0,0,0,0,1,0,1962-04-05,26,3967.0,300.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0
2988,305524,1988-10-04,1,MN,1,0,0,0,1,0,1952-06-17,36,24938.0,3200.0,0.0,0.11530664,1.0,0,0,0,0,0,1,0,0,0.0
2989,305527,1989-02-21,1,SM,1,0,1,0,1,0,1958-06-06,30,162.0,77.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
2990,305528,1988-03-09,1,IN,1,0,0,0,1,0,1928-09-17,59,9372.0,2444.656,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0
2991,305529,1988-07-19,1,CC,0,0,0,0,1,0,1963-04-29,25,1980.0,2444.656,1.0,0.0,1.0,0,1,1,0,0,0,0,0,0.5332298
2992,305531,1989-06-20,1,IN,1,0,0,0,0,1,1946-02-21,43,16743.0,3342.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0
2993,305534,1988-08-30,1,CV,1,0,0,1,0,0,1963-05-25,25,44574.0,3000.0,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
2994,305536,1989-03-29,1,NE,1,0,1,1,0,0,1958-09-05,30,14508.0,2500.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0.0
2995,305538,1988-04-21,1,IN,0,0,0,0,1,0,1953-09-09,34,16735.0,500.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,1.0
2996,305539,1989-01-27,1,IN,0,0,0,1,0,0,1927-02-18,61,2621.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0
2997,305540,1988-12-20,0,LC,0,0,0,1,0,0,1943-08-12,45,16692.0,7800.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
2998,305543,1989-01-20,1,IN,1,0,0,1,0,0,1918-01-13,71,5017.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1.0
2999,305547,1988-09-20,1,SM,1,0,1,1,0,0,1964-01-31,24,20494.0,3000.0,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
3000,305550,1988-03-09,0,IN,0,0,1,0,1,0,1935-04-04,52,43293.0,9000.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0
3001,305551,1988-11-07,1,CI,1,1,0,1,0,0,1961-06-02,27,13455.0,2444.656,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.0
3002,305553,1988-11-07,1,NE,1,0,0,1,0,0,1965-10-12,23,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
3003,305554,1988-02-10,1,JK,0,0,1,0,0,1,1959-02-12,28,25168.0,5800.0,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0.0
3004,305555,1989-07-05,1,LC,1,0,0,0,1,0,1957-01-10,32,22375.0,1024.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
3005,305557,1988-06-21,1,CV,1,0,0,1,0,0,1964-10-10,23,34023.0,5022.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
3006,305558,1988-07-21,0,SM,0,0,1,0,1,0,1952-06-01,36,0.0,600.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
3007,305559,1989-06-12,1,LC,1,0,0,0,0,1,1956-12-21,32,5652.0,800.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
3008,305561,1988-05-31,0,SM,0,0,1,0,1,0,1966-02-02,22,2179.0,1100.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0
3009,305564,1988-08-23,1,HF,0,0,0,1,0,0,1954-10-24,33,3630.0,300.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,1.0
3010,305565,1988-04-13,1,JK,1,0,1,1,0,0,1959-07-28,28,0.0,80.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
3011,305566,1988-09-23,1,IN,0,0,1,0,1,0,1944-08-06,44,0.0,125.0,1.0,0.0,1.0,0,0,0,0,0,1,0,1,1.0
3012,305568,1988-02-09,1,JC,1,0,0,0,1,0,1945-08-13,42,17081.0,5500.0,0.0,0.0,1.0,1,0,0,0,0,1,0,1,0.0
3013,305570,1988-05-10,1,HF,0,0,0,1,0,0,1943-01-04,45,2143.0,3000.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
3014,305571,1988-05-12,1,MD,0,1,1,0,1,0,1953-07-13,34,35005.0,4103.911,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.40733594
3015,305572,1988-06-06,1,JK,1,0,0,0,1,0,1931-06-11,56,16464.0,3200.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0
3016,305575,1989-06-08,0,NE,0,0,1,1,0,0,1960-03-26,29,15291.0,4103.911,0.33528507,0.0,0.68767726,1,0,0,1,0,0,0,0,1.0
3017,305576,1988-08-22,0,JK,0,0,0,0,1,0,1950-12-03,37,5172.0,1000.0,0.21116078,0.0,1.0,1,0,0,0,0,1,0,0,0.0
3018,305577,1988-04-18,1,JK,1,0,1,1,0,0,1960-09-25,27,28910.0,13000.0,1.0,0.0,1.0,1,0,0,1,0,0,0,1,0.0
3019,305580,1988-02-05,0,CV,0,0,1,0,0,1,1945-08-19,42,64594.0,20000.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0
3020,305581,1989-05-15,0,PR,0,1,0,0,0,1,1965-07-12,23,11613.0,2444.656,1.0,0.0,1.0,0,1,1,0,0,0,0,0,0.5332298
3021,305582,1988-09-28,1,HF,0,0,0,0,1,0,1966-04-21,22,12861.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0
3022,305584,1988-11-21,0,IN,0,0,1,0,1,0,1943-11-17,45,12861.0,864.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0
3023,305586,1989-02-15,1,MN,0,0,1,1,0,0,1964-11-17,24,24340.0,4103.911,0.33528507,0.06431255,0.68767726,0,0,1,0,0,0,0,0,0.40733594
3024,305587,1988-07-01,0,CV,0,0,0,1,0,0,1959-05-22,29,10245.0,2444.656,0.0,0.0,0.71640396,0,0,0,1,0,0,0,0,0.5332298
3025,305588,1988-05-26,0,CV,0,0,1,0,1,0,1952-07-29,35,34215.0,10500.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
3026,305589,1988-02-11,1,CV,0,0,0,1,0,0,1950-10-25,37,37774.0,0.0,0.21116078,0.0,0.0,1,0,0,0,0,1,0,0,1.0
3027,305590,1988-01-27,0,IN,0,0,1,0,0,1,1962-05-22,25,22239.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1.0
3028,305591,1988-03-25,1,IN,1,0,1,0,1,0,1963-01-22,25,7896.0,6390.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0
3029,305592,1988-07-15,1,JK,0,0,1,1,0,0,1950-09-26,37,18125.0,6000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
3030,305593,1988-10-26,1,NE,1,1,0,1,0,0,1962-06-14,26,9395.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1.0
3031,305595,1989-05-26,1,IN,0,1,0,0,0,1,1961-08-28,27,15333.0,2444.656,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0.5332298
3032,305596,1988-03-24,1,MD,1,0,1,0,1,0,1958-10-17,29,35925.0,1200.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
3033,305597,1989-05-17,1,IN,1,0,1,0,1,0,1957-12-24,31,9843.0,7000.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
3034,305599,1989-06-16,1,IN,1,0,1,0,1,0,1959-11-05,29,16995.0,4000.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0.0
3035,305600,1988-08-31,1,CC,1,0,1,1,0,0,1965-03-04,23,20513.0,4103.911,0.0,0.0,1.0,0,1,1,0,0,0,0,0,0.0
3036,305601,1988-05-23,1,CV,1,0,0,1,0,0,1964-09-05,23,4846.0,2444.656,0.21116078,0.0,1.0,0,0,1,0,0,0,0,0,1.0
3037,305603,1989-06-13,0,NE,0,0,0,0,0,1,1960-05-15,29,1812.0,2444.656,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0.5332298
3038,305605,1988-03-29,0,CV,0,0,0,0,0,1,1917-05-10,70,2502.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5332298
3039,305608,1988-05-20,1,PR,0,0,1,0,0,1,1928-07-24,59,33927.0,1500.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0
3040,305611,1988-09-16,1,IN,0,0,1,0,1,0,1952-03-06,36,162.0,13000.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0.0
3041,305613,1989-06-13,0,NE,0,0,0,0,1,0,1963-07-28,25,6186.0,2444.656,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
3042,305614,1988-06-10,0,IN,0,1,0,0,1,0,1961-09-27,26,5217.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,1.0
3043,305616,1988-09-23,0,PR,0,1,0,0,0,1,1954-10-02,33,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0
3044,305617,1987-12-04,1,IN,0,0,0,0,1,0,1962-12-24,24,11010.0,800.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
3045,305621,1988-10-28,1,JK,0,1,0,0,1,0,1949-10-03,39,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1.0
3046,305622,1988-07-15,1,IN,1,0,1,0,1,0,1941-07-29,46,72118.0,8000.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
3047,305623,1988-12-05,0,NE,0,0,1,1,0,0,1946-07-02,42,38684.0,0.0,0.33528507,0.0,0.68767726,0,0,0,0,0,1,0,1,1.0
3048,305624,1989-02-21,0,CI,0,0,0,1,0,0,1946-12-10,42,0.0,2444.656,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
3049,305626,1989-05-26,1,IN,0,0,1,0,1,0,1959-06-16,29,13346.0,4103.911,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
3050,305627,1988-10-21,1,NE,1,1,0,1,0,0,1959-12-01,28,1530.0,0.0,0.0,0.11530664,0.0,1,0,0,1,0,0,0,0,1.0
3051,305628,1989-01-18,1,MN,1,1,0,0,1,0,1962-01-15,27,8193.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
3052,305629,1988-08-02,1,CV,1,0,0,0,0,1,1965-12-11,22,44522.0,3000.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
3053,305630,1988-12-14,1,JK,1,1,0,1,0,0,1960-10-26,28,0.0,2444.656,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1.0
3054,305631,1988-01-22,1,CV,0,0,0,0,1,0,1934-01-12,54,3784.0,6000.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0.0
3055,305636,1988-10-07,1,IN,1,0,1,0,1,0,1931-04-18,57,38563.0,2500.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0
3056,305637,1989-01-19,1,SM,0,0,1,0,1,0,1954-10-14,34,48243.0,895.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
3057,305638,1988-03-16,1,CV,1,1,0,1,0,0,1965-04-15,22,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1.0
3058,305639,1988-01-22,1,CV,0,0,0,0,1,0,1956-04-09,31,0.0,0.0,0.21116078,0.0,0.0,0,0,0,0,1,0,0,0,1.0
3059,305643,1988-06-29,1,IN,0,0,1,0,1,0,1955-09-23,32,14985.0,2200.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
3060,305645,1988-12-09,0,PR,0,0,1,0,0,1,1964-10-03,24,32010.0,4103.911,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.40733594
